Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor
S ;PR;Curitiba;M;entre 31 a 40 anos;2015;1;22/01/2015;30/01/2015;31/01/2015;8;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Dificuldade em obter protocolo, gravação ou histórico;Telefone;S;S;Finalizada avaliada;Resolvida;3
S ;PR;Nova Esperança;F;entre 41 a 50 anos;2015;1;16/01/2015;26/01/2015;26/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2015;1;23/01/2015;26/01/2015;26/01/2015;3;Girafa.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;RJ;São Gonçalo;F;entre 31 a 40 anos;2015;1;19/01/2015;19/01/2015;27/01/2015;0;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Resolvida;4
NE;MA;São Luís;F;entre 21 a 30 anos;2015;1;19/01/2015;23/01/2015;23/01/2015;4;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Resolvida;5
S ;PR;Curitiba;M;entre 31 a 40 anos;2015;1;21/01/2015;23/01/2015;23/01/2015;2;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Loja física;S;S;Finalizada avaliada;Resolvida;1
SE;MG;Passos;M;até 20 anos;2015;1;17/01/2015;27/01/2015;27/01/2015;10;Extra.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Dois Vizinhos;M;entre 21 a 30 anos;2015;1;23/01/2015;29/01/2015;29/01/2015;6;HSBC;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Bauru;M;entre 31 a 40 anos;2015;1;23/01/2015;29/01/2015;29/01/2015;6;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;2
SE;SP;Caieiras;F;entre 41 a 50 anos;2015;1;02/01/2015;05/01/2015;26/01/2015;3;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Sorocaba;M;entre 31 a 40 anos;2015;1;28/01/2015;29/01/2015;30/01/2015;1;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Não fornecimento da conta detalhada;Não comprei / contratei;N;S;Finalizada avaliada;Resolvida;2
SE;RJ;Campos dos Goytacazes;M;entre 41 a 50 anos;2015;1;24/01/2015;31/01/2015;31/01/2015;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;3
SE;MG;Conselheiro Lafaiete;M;entre 41 a 50 anos;2015;1;22/01/2015;28/01/2015;28/01/2015;6;American Express - Amex;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Internet;S;S;Finalizada avaliada;Não Resolvida;1
CO;MS;Campo Grande;M;entre 21 a 30 anos;2015;1;16/01/2015;26/01/2015;29/01/2015;10;Casasbahia.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;S;Finalizada avaliada;Não Resolvida;1
CO;MS;Campo Grande;M;entre 21 a 30 anos;2015;1;23/01/2015;29/01/2015;29/01/2015;6;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;SP;São Paulo;M;entre 21 a 30 anos;2015;1;19/01/2015;23/01/2015;23/01/2015;4;Credicard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Resolvida;5
CO;GO;Novo Gama;M;entre 31 a 40 anos;2015;1;24/01/2015;28/01/2015;28/01/2015;4;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Telefone;S;S;Finalizada avaliada;Resolvida;5
NE;CE;Iguatu;F;entre 21 a 30 anos;2015;1;26/01/2015;27/01/2015;27/01/2015;1;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Telefone;S;S;Finalizada avaliada;Resolvida;5
S ;PR;Campo Largo;M;entre 21 a 30 anos;2015;1;17/01/2015;21/01/2015;21/01/2015;4;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada avaliada;Resolvida;5
SE;SP;Franca;M;até 20 anos;2015;1;28/01/2015;29/01/2015;30/01/2015;1;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Cobrança adicional não informada previamente (frete, montagem, taxas);Telefone;S;S;Finalizada avaliada;Resolvida;4
SE;SP;Guarulhos;F;entre 21 a 30 anos;2015;1;26/01/2015;27/01/2015;27/01/2015;1;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4
NE;CE;Fortaleza;M;entre 21 a 30 anos;2015;1;16/01/2015;26/01/2015;26/01/2015;10;Banco Pan (Panamericano);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Diadema;F;entre 41 a 50 anos;2015;1;20/01/2015;27/01/2015;27/01/2015;7;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;5
CO;GO;Goiânia;M;entre 41 a 50 anos;2015;1;20/01/2015;27/01/2015;28/01/2015;7;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;5
S ;PR;Curitiba;M;entre 31 a 40 anos;2015;1;22/01/2015;31/01/2015;31/01/2015;9;Pontofrio.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Televisão;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;2
NE;BA;Aporá;F;entre 61 a 70 anos;2015;1;23/01/2015;27/01/2015;29/01/2015;4;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Domicílio;S;S;Finalizada avaliada;Resolvida;3
S ;RS;Vacaria;M;mais de 70 anos;2015;1;20/01/2015;30/01/2015;30/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;5
NE;BA;Salvador;F;entre 31 a 40 anos;2015;1;17/01/2015;20/01/2015;21/01/2015;3;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;2
SE;SP;São Paulo;M;entre 21 a 30 anos;2015;1;23/01/2015;28/01/2015;28/01/2015;5;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Venda casada;Telefone;S;S;Finalizada avaliada;Resolvida;4
CO;MT;Cuiabá;M;entre 21 a 30 anos;2015;1;19/01/2015;20/01/2015;20/01/2015;1;Gol Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Extravio/ avaria de bagagem, carga, correspondência;Internet;S;S;Finalizada avaliada;Não Resolvida;1
S ;RS;Alegrete;M;entre 31 a 40 anos;2015;1;23/01/2015;27/01/2015;27/01/2015;4;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada avaliada;Resolvida;4
S ;PR;Curitiba;M;entre 21 a 30 anos;2015;1;20/01/2015;28/01/2015;28/01/2015;8;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc);Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;2
NE;BA;Salvador;M;entre 21 a 30 anos;2015;1;20/01/2015;20/01/2015;21/01/2015;0;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Internet;S;S;Finalizada avaliada;Não Resolvida;3
SE;RJ;Belford Roxo;M;entre 61 a 70 anos;2015;1;26/01/2015;29/01/2015;29/01/2015;3;Americanas.com;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Entrega do Produto;Não entrega / demora na entrega do produto;Telefone;S;S;Finalizada avaliada;Resolvida;4
SE;MG;Juiz de Fora;M;entre 21 a 30 anos;2015;1;27/01/2015;27/01/2015;27/01/2015;0;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;N;S;Finalizada avaliada;Resolvida;5
S ;RS;Porto Alegre;M;entre 31 a 40 anos;2015;1;17/01/2015;27/01/2015;27/01/2015;10;Walmart.com;Comércio Eletrônico;Demais Produtos;Veículos – Peças e Acessórios (roda, pneu, rádio, farol, etc.);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Resolvida;3
NE;MA;São Luís;F;entre 31 a 40 anos;2015;1;15/01/2015;24/01/2015;26/01/2015;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Resolvida;4
SE;MG;Belo Horizonte;M;entre 21 a 30 anos;2015;1;15/01/2015;16/01/2015;22/01/2015;1;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Internet;S;S;Finalizada avaliada;Resolvida;3
SE;SP;Ipaussu;M;entre 41 a 50 anos;2015;1;26/01/2015;28/01/2015;29/01/2015;2;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;São João de Meriti;M;entre 31 a 40 anos;2015;1;20/01/2015;30/01/2015;31/01/2015;10;Pontofrio.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Curitiba;F;entre 31 a 40 anos;2015;1;20/01/2015;21/01/2015;26/01/2015;1;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;5
NE;BA;Salvador;M;mais de 70 anos;2015;1;26/01/2015;28/01/2015;28/01/2015;2;Brastemp;Fabricantes - Linha Branca;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Stand, feiras e eventos;S;S;Finalizada avaliada;Não Resolvida;1
NE;CE;Fortaleza;M;entre 21 a 30 anos;2015;1;15/01/2015;24/01/2015;24/01/2015;9;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
CO;MS;Campo Grande;M;entre 21 a 30 anos;2015;1;15/01/2015;20/01/2015;20/01/2015;5;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Cobrança / Contestação;Negativação indevida;Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Ribeirão Pires;M;até 20 anos;2015;1;17/01/2015;20/01/2015;20/01/2015;3;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;São Paulo;M;entre 51 a 60 anos;2015;1;15/01/2015;24/01/2015;26/01/2015;9;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Telefone;S;S;Finalizada avaliada;Não Resolvida;1
S ;RS;Venâncio Aires;F;entre 21 a 30 anos;2015;1;16/01/2015;26/01/2015;28/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
SE;MG;Belo Horizonte;M;entre 51 a 60 anos;2015;1;25/01/2015;26/01/2015;26/01/2015;1;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Serviços Financeiros;Demais Seguros (exceto habitacional);Contrato / Oferta;Alteração da apólice sem solicitação / aviso prévio;Loja física;N;S;Finalizada avaliada;Resolvida;5
SE;MG;Belo Horizonte;M;entre 21 a 30 anos;2015;1;25/01/2015;26/01/2015;27/01/2015;1;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Serviços Financeiros;Demais Seguros (exceto habitacional);Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;N;S;Finalizada avaliada;Resolvida;5
S ;PR;Curitiba;F;entre 41 a 50 anos;2015;1;27/01/2015;28/01/2015;30/01/2015;1;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada avaliada;Resolvida;3
SE;MG;Juiz de Fora;M;entre 21 a 30 anos;2015;1;25/01/2015;26/01/2015;28/01/2015;1;Ourocard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Internet;S;S;Finalizada avaliada;Resolvida;3
SE;RJ;Rio de Janeiro;M;entre 41 a 50 anos;2015;1;26/01/2015;30/01/2015;31/01/2015;4;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Loja física;S;S;Finalizada avaliada;Resolvida;4
SE;RJ;Rio de Janeiro;F;entre 31 a 40 anos;2015;1;15/01/2015;21/01/2015;21/01/2015;6;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
NE;BA;Lauro de Freitas;M;entre 41 a 50 anos;2015;1;19/01/2015;29/01/2015;30/01/2015;10;Casas Bahia;Varejo;Demais Produtos;Móveis e Colchões;Entrega do Produto;Não entrega / demora na entrega do produto;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Curitiba;F;entre 41 a 50 anos;2015;1;21/01/2015;26/01/2015;29/01/2015;5;AOC;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Falta de peça de reposição;Internet;N;S;Finalizada avaliada;Resolvida;5
S ;PR;Curitiba;M;entre 21 a 30 anos;2015;1;21/01/2015;27/01/2015;27/01/2015;6;Bradescard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Loja física;S;S;Finalizada avaliada;Resolvida;5
S ;RS;Porto Alegre;M;entre 31 a 40 anos;2015;1;16/01/2015;22/01/2015;28/01/2015;6;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Loja física;S;S;Finalizada avaliada;Resolvida;5
NE;PI;Teresina;M;entre 31 a 40 anos;2015;1;16/01/2015;26/01/2015;26/01/2015;10;Walmart.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Resolvida;1
SE;SP;Nipoã;M;entre 31 a 40 anos;2015;1;28/01/2015;31/01/2015;31/01/2015;3;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Ribeirão Preto;M;entre 51 a 60 anos;2015;1;23/01/2015;29/01/2015;30/01/2015;6;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Seguro Habitacional / Residencial;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Loja física;S;S;Finalizada avaliada;Não Resolvida;1
NE;PB;Campina Grande;F;entre 31 a 40 anos;2015;1;19/01/2015;21/01/2015;21/01/2015;2;Shoptime;Comércio Eletrônico;Produtos de Telefonia e Informática;Microcomputador e laptops;Informação;Informações incompletas / inadequadas sobre o produto (na oferta ou no manual);Internet;S;S;Finalizada avaliada;Resolvida;4
S ;PR;Ibiporã;F;entre 31 a 40 anos;2015;1;27/01/2015;29/01/2015;29/01/2015;2;Senff;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Loja física;S;S;Finalizada avaliada;Resolvida;4
SE;ES;Cachoeiro de Itapemirim;M;entre 51 a 60 anos;2015;1;27/01/2015;30/01/2015;30/01/2015;3;Banco Votorantim ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Internet;N;S;Finalizada avaliada;Resolvida;4
N ;PA;Altamira;F;entre 31 a 40 anos;2015;1;16/01/2015;26/01/2015;30/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Embu das Artes;M;entre 31 a 40 anos;2015;1;17/01/2015;17/01/2015;19/01/2015;0;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
S ;RS;Canoas;M;entre 31 a 40 anos;2015;1;15/01/2015;19/01/2015;28/01/2015;4;American Express - Amex;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc);Cobrança / Contestação;Negativação indevida (não cumprimento de acordo de parcelamento);Telefone;S;S;Finalizada avaliada;Resolvida;1
SE;MG;Belo Horizonte;M;entre 31 a 40 anos;2015;1;16/01/2015;19/01/2015;23/01/2015;3;Itaú Seguros;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Serviços Financeiros;Seguro Viagem;Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Internet;S;S;Finalizada avaliada;Resolvida;2
CO;GO;Goiânia;M;entre 21 a 30 anos;2015;1;19/01/2015;26/01/2015;29/01/2015;7;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
SE;ES;Vitória;M;entre 41 a 50 anos;2015;1;19/01/2015;26/01/2015;30/01/2015;7;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;5
S ;PR;União da Vitória;M;entre 61 a 70 anos;2015;1;20/01/2015;23/01/2015;26/01/2015;3;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;N;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Curitiba;F;entre 21 a 30 anos;2015;1;22/01/2015;23/01/2015;23/01/2015;1;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;N;S;Finalizada avaliada;Resolvida;4
SE;ES;Vitória;M;entre 31 a 40 anos;2015;1;22/01/2015;30/01/2015;30/01/2015;8;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Vício de Qualidade;Bloqueio / Suspensão indevida do serviço;Internet;S;S;Finalizada avaliada;Não Resolvida;2
SE;MG;Belo Horizonte;M;entre 41 a 50 anos;2015;1;20/01/2015;24/01/2015;24/01/2015;4;Submarino;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
N ;TO;Palmas;M;entre 21 a 30 anos;2015;1;29/01/2015;31/01/2015;31/01/2015;2;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
S ;PR;Curitiba;M;entre 51 a 60 anos;2015;1;26/01/2015;29/01/2015;30/01/2015;3;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4
S ;SC;Joinville;M;entre 31 a 40 anos;2015;1;26/01/2015;29/01/2015;29/01/2015;3;Americanas.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
